0,0,0,522,20.619534935111492,39.393098712450545,0.050036309280209676,0.9995546307829285
1,0,0,389,22.73981961979134,35.97684855524675,0.07210699533398565,0.9996416371563173
2,0,0,391,27.626552205761623,42.65022871946794,0.03184062729711447,0.999334363275102
3,0,0,955,23.81323721290044,42.885608324687524,0.03184207796549031,0.9993343970818177
4,0,391,395,25.13846379178785,35.92575365741208,0.06968507445355132,0.9996337207118097
5,1,1,85,29.7194020744147,43.96934713784215,0.02711208755468968,0.9992004443577795
6,1,1,32,28.36185627111602,42.100209699006555,0.03361922539184002,0.9996120877989152
7,1,1,815,24.41450842049846,35.82401763754733,0.07289130413114131,0.9999458517795159
8,1,327,52,22.868995633242797,42.73494973343116,0.033331313406035915,0.9993686859765498
9,1,1,1,27.484951439396706,33.08898365729468,0.1,1
10,2,2,525,26.956410632069755,42.69127764179765,0.031832379447404004,0.999334170651595
11,2,2,801,28.561753957370026,42.59002887707056,0.031847707518852963,0.9993345284884552
12,2,2,3,28.97463060194202,42.212210772903575,0.033051193899362834,0.9993625159540942
13,2,2,801,28.68464319494918,42.5641409741739,0.03183546164463736,0.9993342426519313
14,2,2,4,28.324192072128508,42.238787089007914,0.03304155078745768,0.9993623097668574
15,3,2,4,21.09209604702087,42.814649168741674,0.03304805522964212,0.9993624488626159
16,3,3,3,30.978932976984357,32.93289290683436,0.1,1
17,3,3,2,25.410851893910646,43.41083548089059,0.02942562996133612,0.9992711156656566
18,3,3,937,28.468764876086524,42.57026268624934,0.03183060286606413,0.9993341291340833
19,3,3,2,21.713719050936376,41.264359303408106,0.03936302683202664,0.9997810765918008
20,4,4,3,23.17601767503185,36.91082581572219,0.0647522127371962,0.9999412100067565
21,4,6,913,31.0422973404531,46.504544381207644,0.020253892579978228,0.9989009521320031
22,4,4,65,22.61855015084329,33.25228849091559,0.1,0.998687958162192
23,4,4,33,23.19133529835788,43.01360848624556,0.0315847988759669,0.9993281312917582
24,4,6,4,27.200158840173003,42.67650802288906,0.031830436317172264,0.9993341252602922
25,5,5,329,29.06513438291793,45.29505217566459,0.02337467248783827,0.9990582736262686
26,5,5,48,28.315288040399356,38.64645844598353,0.049914679741929195,0.9995539743019405
27,5,5,911,22.044637477833227,32.489412140693716,0.10128219590216188,0.9997407644766911
28,5,5,5,26.565251084774406,33.15626566345824,0.1,1
29,5,5,65,25.61244059348266,42.4244200852737,0.03305936839312802,0.9993626906040691
30,6,6,344,28.26775123349421,32.99375316977681,0.1,1
31,6,6,818,25.221946407229833,42.699427114694856,0.031813278104262405,0.9993337240363873
32,6,6,6,37.86969170550008,32.754917028946686,0.1,1
33,6,6,65,30.15263812293844,41.46103488536318,0.03611993598821203,0.9997714583114267
34,6,6,801,25.661134415972512,42.79195925641873,0.03183356785619329,0.9993341984571588
35,7,7,8,27.29866916927937,42.38007684047368,0.03278817132075568,0.9993565966444751
36,7,7,90,26.103276725115933,44.40299297545913,0.026682215189840732,0.9991860339852082
37,7,7,8,26.241620324107156,41.867698432595965,0.03518102008792671,0.9997135317370337
38,7,7,8,26.06569878591685,43.263066879672685,0.030217280436438673,0.9992929294977079
39,7,7,7,25.660988482150458,33.22604453122445,0.1,1
40,8,8,8,23.363148858650217,33.39966088466544,0.1,1
41,8,960,121,21.59378885856967,42.82805037190876,0.033589824659372824,0.9993742833130922
42,8,8,7,26.271265335660733,42.77480983058604,0.03160376183565475,0.9993285893370148
43,8,60,67,29.188822292612066,43.23137902822074,0.02952354212556601,0.9992738730543405
44,8,8,7,30.492862200471897,41.30982632880454,0.036867126398023864,0.9997995213597151
45,9,9,9,25.257194311706904,33.64242070688682,0.1,1
46,9,9,138,25.12527555991587,43.30514778832749,0.030400881357716823,0.9992978347883217
47,9,9,279,28.926687743300153,34.09687972002695,0.08683727006996911,0.9999734487539607
48,9,9,9,25.197363638726546,33.13551645404277,0.1,1
