0,0,0,614,9.603885196247532,28.55643330308366
1,0,0,189,9.660792705524914,28.361773108603447
2,0,0,611,10.227306492432627,28.532622387647578
3,0,0,611,10.229458442998599,28.846578468998825
4,0,391,389,9.806182352036284,28.187917713300017
5,1,1,212,11.91956585417371,29.495789410845727
6,1,1,51,10.302624402969752,28.473205059530432
7,1,1,84,10.177052431002327,28.60140285164446
8,1,327,1,10.052672856005495,29.044790159443966
9,1,1,835,10.36877984419792,28.59710291753023
10,2,2,47,10.282788301341071,28.57573644245751
11,2,2,65,10.338276319135588,28.432433827784266
12,2,2,390,10.37729371593841,28.39047200076443
13,2,2,318,10.296038773575622,28.389292147954308
14,2,2,783,10.363299219756328,28.441436440344468
15,3,2,391,10.217625803687698,28.78748449278856
16,3,3,611,10.386482736773033,28.510908670513086
17,3,3,107,10.999501324239045,29.152029655321996
18,3,3,806,10.378500328128284,28.49069353863853
19,3,2,395,10.337005398632817,28.854810109263028
20,4,4,405,11.072697406749521,29.250279237941808
21,4,4,65,15.59210976949905,30.911261678334796
22,4,4,109,18.021199260014054,32.42244781791682
23,4,4,327,10.325265834699398,28.896469455099762
24,4,3,474,10.478680338691234,28.794617546804233
25,5,5,611,13.828071364823707,30.404570056218567
26,5,5,611,9.9899852336105,28.163440691810628
27,5,5,264,9.926378712283183,28.340726967460483
28,5,5,397,10.348867641762931,28.645239722597054
29,5,5,109,10.33971148496713,28.69495440890538
30,6,6,396,10.33805248849357,28.5411704114398
31,6,6,669,10.353989285522193,28.644764540914387
32,6,6,113,10.401208899058023,28.42159129088989
33,6,6,824,10.4188317672345,28.41699896434642
34,6,6,327,10.199897299536197,28.771933260306945
35,7,8,124,10.41043823684608,28.67065316136547
36,7,7,224,11.42795284413584,30.1135650817203
37,7,7,8,9.717686224862812,28.293085514980728
38,7,7,611,10.1384451481176,28.789882558455133
39,7,7,815,10.306902807860748,28.63548007178151
40,8,8,345,10.265763009484772,28.752094045253813
41,8,7,218,10.283703246825148,29.16000160841982
42,8,8,406,10.320543657456637,28.695022917397765
43,8,8,61,10.607885673118984,28.754484408601844
44,8,8,7,10.408683155203942,28.530335540922408
45,9,9,307,10.822050901939829,29.15948496551679
46,9,9,538,9.9487737734629,28.97136727104241
47,9,9,282,10.33412728438115,28.510654269499966
48,9,9,37,10.25166860129471,28.580411582664055
49,9,9,616,10.254376327209716,28.57150768042311
50,10,10,48,9.833084465510519,28.132517144776305
51,10,10,51,10.281137429899779,28.558076592312993
52,10,10,489,10.327750071365392,28.48316504596463
53,10,10,611,10.66829173616605,28.83355631468836
54,10,10,777,10.359542641489327,28.385502107719333
55,11,11,872,10.007400273076637,28.92517584711861
56,11,11,679,10.30206114561075,28.471319412515328
57,11,11,50,10.333932203356655,28.54420380409959
58,11,11,61,11.866849274568189,29.655329668081198
59,11,11,327,10.411911161913663,28.60282868004111
60,12,12,10,10.120093570081108,28.906568603650452
61,12,12,39,10.258187404641355,28.538774690540368
62,12,12,82,11.882273095866381,29.663487607175256
63,12,12,82,10.948700186280451,28.92975923205405
64,12,12,311,10.258206684678154,28.673579828862835
65,13,13,85,10.305944563321578,28.765767975375812
66,13,13,104,10.396920594097674,28.424900733227396
67,13,13,856,10.751508989387581,28.967664092181053
68,13,13,99,10.372005260254646,28.578407751372502
69,13,13,56,10.343892051555681,28.453496057607683
70,14,14,303,10.35552824254993,28.56277305841553
71,14,14,58,12.347936277293233,29.528224548671936
72,14,14,546,9.867128803521803,28.3322476563687
73,14,14,48,10.353639210091568,28.44421507190766
74,14,14,700,10.414184273714186,28.525688765413207
75,15,15,12,10.132990381847634,28.921068538022524
76,15,15,363,10.23270406203008,28.648585970139795
77,15,15,304,10.36753416978424,28.469063189225515
78,15,15,387,10.384084361951942,28.880988717172094
79,15,15,97,10.373797489069137,28.663687594514066
80,16,16,56,10.17169401876812,28.650722504222102
81,16,16,319,10.374011669746622,28.43335933292066
82,16,16,594,10.129929723032951,28.838842993275797
83,16,19,16,10.449927440079483,28.58209315212159
84,16,16,19,10.403565457515477,28.489501499438706
85,17,17,597,10.217669530977007,28.580747771543056
86,17,17,85,10.475271635128856,28.560379911856614
87,17,17,750,10.907251649169872,28.911756859021416
88,17,17,84,10.776020807057076,28.99473657660557
89,17,17,611,10.288361887228595,28.664965229001066
90,18,18,82,10.318526841396194,28.516412977692088
91,18,18,99,10.18814198033013,28.53003026246761
92,18,18,58,10.278519343528112,28.568752973270808
93,18,18,217,10.389652062710937,28.44331586675422
94,18,18,82,10.322137010379397,28.589600502375085
95,19,19,84,9.91947143139093,28.95554180158882
96,19,19,850,10.228058826332834,28.69704421698546
97,19,19,852,10.360190506845289,28.562225480754194
98,19,19,21,10.314695407571115,28.63590105846837
99,19,19,56,10.268355315098672,28.880505783319062
100,20,20,80,12.436347522791525,32.81154329554436
101,20,13,84,11.262003496226708,29.34433106830447
102,20,20,84,14.852013608239591,30.947546675266917
103,20,20,381,10.382263769660355,28.422990577305526
104,20,20,63,10.40611190894725,28.57934885732839
105,21,21,128,9.539827677438408,29.51154543247279
106,21,18,600,11.77677624737573,29.326785321233988
107,21,22,650,10.411450943433277,28.536653168098773
108,21,21,94,9.618866175065738,29.4432347997456
109,21,21,84,10.375807156067996,28.53475998161723
110,22,22,784,9.759281606479227,28.818005512783607
111,22,815,109,10.32139755751306,28.48463745834488
112,22,23,22,10.090081970413742,29.180560050988724
113,22,22,87,11.611127249145197,29.258277344402906
114,22,22,563,10.356215259949433,28.458502584165444
115,23,23,192,10.284087019344422,28.626868039143595
116,23,23,390,10.409261976509825,28.575991770715934
117,23,127,461,10.32340825514812,29.535524532787484
118,23,23,48,13.105607269934744,30.386545376767735
119,23,23,80,9.577385797584018,29.880294484377494
120,24,24,48,10.316183309763762,28.699622945221716
121,24,24,721,13.171636653480709,30.064444766384376
122,24,24,173,10.418398353898812,28.54123689781298
