0,0,0,758,66.8681723362771
1,0,0,391,69.54646303561536
2,0,0,390,71.52602305507843
3,1,1,393,110.01430004153411
4,1,1,772,59.89037507716965
5,1,1,973,85.2273773387218
6,2,2,149,75.70245225583632
7,2,2,5,88.11492281136827
8,2,2,3,78.40942813995143
9,2,2,879,82.96434988316672
10,2,2,360,62.67797641137989
11,3,3,33,53.374437317747095
12,3,983,983,85.90496876597365
13,3,3,4,58.2099780579088
14,4,391,391,71.20706822092106
15,4,4,3,65.11286397343609
16,4,4,3,80.89675939536313
17,4,6,983,63.03771814427769
18,4,4,2,54.97575195275621
19,5,5,6,65.38350222304301
20,5,3,3,56.78672927074983
21,5,973,973,181.7324441376492
22,6,6,397,59.92021433785117
23,6,6,5,60.14789349420192
24,6,6,329,60.080579597040604
25,7,7,80,78.47360353724369
26,7,8,8,84.01502468066829
27,7,8,8,74.59293854455878
28,8,8,7,71.98880776028538
29,8,8,87,73.39531779488614
30,8,8,7,76.03202470495202
31,9,9,23,69.73366451541017
32,9,9,336,67.06888582762987
33,9,9,955,79.78061370619976
34,10,10,16,146.05924417773448
35,10,10,11,60.14151781708568
36,10,10,58,67.24823213029406
37,10,13,13,76.84574444508618
38,11,11,40,68.80856624647234
39,11,11,784,70.7427824015223
40,11,11,10,82.38743773094018
41,11,11,11,71.87215515050511
42,12,12,898,71.04139542836467
43,12,12,319,95.83009189331905
44,12,12,7,67.64657969899916
45,13,13,10,64.46246970487846
46,13,13,85,62.42296683719497
47,13,13,716,89.72832336608349
48,13,13,17,60.21964648576961
49,14,14,95,68.66492650242354
50,14,14,94,77.78546442722636
51,14,23,22,63.43969503065247
52,14,14,377,80.23581475674642
53,15,15,10,65.18686458480691
54,15,15,13,56.089809638693495
55,15,15,912,69.00193348162172
56,16,16,55,74.02064500649597
57,16,16,17,64.82219651307717
58,16,16,82,62.911185632822665
59,17,17,13,67.52907140296968
60,17,17,17,74.32464513950192
61,17,17,14,75.15546872461734
62,18,18,18,66.24395899891185
63,18,18,84,67.37992470596896
64,19,19,92,96.66018223608174
65,19,19,94,71.27470768220505
66,19,19,14,69.4479843672174
67,19,19,18,61.563797689299165
68,20,20,137,66.77275106771873
69,20,20,17,76.07791818184073
70,20,20,975,66.64933886329409
71,21,21,203,59.29838373284669
72,21,21,36,64.59067556117884
73,21,21,146,60.67968502151035
74,21,21,97,63.06709843090017
75,22,22,23,78.58754524422228
76,22,22,93,89.68646017604495
77,22,22,138,60.126886292457534
78,23,23,947,76.79528506758152
79,23,23,824,66.28956514070158
80,23,23,116,67.49924708681773
81,24,24,307,66.3031755604374
82,24,24,87,96.11761676238639
83,24,24,83,63.25491807161079
84,24,24,982,67.78132404564673
85,25,25,79,53.76998432622508
86,25,25,25,70.74302526739352
87,25,25,319,60.922295781499955
88,26,27,27,84.17504491313622
89,26,26,390,64.01052463631804
90,26,26,79,74.54889643455093
91,26,26,310,89.22784947600577
92,27,27,26,65.62579089347534
93,27,27,26,68.33375774680113
94,27,26,26,59.182190879378005
95,27,26,44,82.97138096958084
96,28,28,25,64.11219827879556
97,28,28,25,60.81258920068156
98,28,28,124,92.5171918628555
99,28,28,26,61.970742202525905
100,29,29,359,69.22829180132268
101,29,29,39,106.43293970024341
102,30,30,31,70.06591133201184
103,30,31,31,56.83839004610496
104,30,30,32,74.57761140284366
105,31,31,397,61.13409152082025
106,31,31,32,65.57098126204292
107,31,31,46,73.39952547403531
108,31,31,31,67.1992484967802
109,32,32,26,64.90611173115987
110,32,26,58,76.14446122311523
111,32,306,310,58.30366021816024
112,32,319,34,52.72708637927148
113,32,32,30,53.7597851462492
114,33,33,109,66.98583202049049
115,33,33,36,72.7786665235682
116,33,33,36,73.24815162105975
117,34,34,110,56.905969980486425
118,34,35,363,76.93039038481626
119,34,34,331,71.69672430898291
120,35,997,997,57.85304811735993
121,35,37,37,171.31962595411812
122,35,35,36,53.977892451744495
123,35,35,36,54.11401680862676
124,36,37,37,75.09534943645164
125,36,36,35,62.72312620418985
126,36,37,37,59.97864588174994
127,36,34,34,74.85987914790765
128,37,37,35,70.10624252937981
129,37,37,37,80.327828591319
130,38,38,44,53.96950094100822
131,38,38,6,53.25883912848268
132,38,56,56,78.18649913589819
133,38,38,33,147.18886210011038
134,39,39,42,64.2059915186069
135,39,39,48,75.0338707753149
136,39,46,40,60.95751282365294
137,40,46,46,71.2777485165539
138,40,40,47,60.28199959903241
139,40,40,39,83.2928224268624
140,40,40,46,79.2857794123705
141,41,41,44,53.978656963418466
142,41,41,60,59.29868737144428
143,41,42,42,65.76835594947251
144,42,53,53,72.5164653511635
145,42,44,44,78.37277268240072
146,42,42,42,66.06540125862252
147,42,42,46,62.03439598882726
148,43,43,42,73.51080201067221
149,43,43,716,64.40424585831128
150,43,43,42,59.88827525409483
151,44,41,41,71.28099795499766
152,44,44,60,65.48575643041025
153,44,44,390,62.52419014863064
154,45,45,288,68.52997185073997
155,45,45,777,72.7689080082164
156,45,45,38,70.24690863140037
157,46,40,43,111.97212713721288
158,46,39,39,77.52062874414155
159,47,47,46,57.068505214973506
160,47,46,955,66.22286620662008
161,47,47,88,57.78664973207043
162,47,47,40,73.87930298273596
163,48,48,39,62.81186120430316
164,48,48,621,69.12334213607828
165,48,48,50,65.81047710984072
166,49,49,363,56.54565929666643
167,49,977,977,67.09652820086872
168,49,119,125,68.27857064146117
169,50,50,49,76.30556184565046
170,50,50,30,69.01428938539529
171,50,50,973,63.3493198020274
172,51,51,386,68.2524892602437
173,51,51,983,61.75455156300042
174,51,51,171,70.269560566724
175,51,51,109,58.29045630188626
176,52,52,57,75.0549858480656
177,52,52,53,80.13424533175123
178,52,52,341,90.85286580349248
179,52,52,53,78.37675597620388
180,53,53,58,60.299097305472564
181,53,53,52,73.99837779022876
182,53,53,737,65.20870925593239
183,53,53,58,76.23409580389067
184,54,53,53,115.80307008766897
185,54,66,66,53.0726280914221
186,54,57,57,101.42233461918833
187,54,54,506,61.66473942081878
188,55,55,46,57.15490158058818
189,55,55,64,55.3549493317232
190,55,64,64,65.14187903914689
191,56,56,61,73.00439318514404
192,56,56,28,81.15275491164871
193,56,56,298,67.84284623682373
194,57,57,68,81.29273244776343
195,57,57,61,76.03256094891705
196,58,68,68,65.16700608426795
197,58,58,50,56.41953461768725
198,58,58,640,61.63034275409472
199,59,59,120,60.82445306298204
200,59,65,58,56.023009098610274
201,59,616,616,75.04817533873091
202,60,60,56,59.829552662026934
203,60,60,62,74.90343821190444
204,60,53,58,60.202290581770285
205,60,60,58,58.37405668739783
206,61,62,62,91.66525528486233
207,61,61,62,74.80272925809209
208,61,61,857,78.35582650669947
209,61,52,52,87.80868512325566
210,62,62,61,77.37507213362275
211,62,109,109,65.93834712150777
212,62,62,845,67.49273266289674
213,62,67,818,59.967875125073014
214,63,56,56,75.64760258980017
215,63,63,397,77.19861913068732
216,63,665,704,68.22511224477766
217,63,63,58,60.36805461493065
218,63,60,53,54.094060394254726
219,64,64,40,57.43038917406737
220,64,55,55,54.86093077458951
221,64,64,55,69.00947609521384
222,64,55,939,63.570939639469714
223,65,65,65,57.40312661518213
224,65,58,79,55.995673659453
225,65,65,116,58.21541983851029
226,66,68,68,60.70065110028815
227,66,68,68,55.23832932544671
228,66,69,538,65.04685727839195
229,67,67,61,65.91268231508822
230,67,67,67,75.5447512620036
231,67,67,68,56.274349753208014
232,68,68,66,73.12273204301445
233,68,68,327,72.369371728694
234,68,68,66,87.30158871732893
235,69,69,76,91.4510598552138
236,69,69,116,56.42602832688665
237,69,69,714,97.00940223207276
