0,0,0,0,235,0,0,0,522,0,0
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,391,0,0,0,0,0,0
3,0,0,0,955,0,0,0,0,0,0
4,389,389,391,389,391,391,391,391,391,389
5,397,29,1,329,1,1,1,1,1,1
6,1,1,1,36,1,1,1,1,1,1
7,1,1,1,562,1,1,1,1,1,1
8,1,1,32,1,327,327,1,1,327,327
9,1,1,1,111,1,1,1,1,1,1
10,2,2,2,700,2,2,2,2,2,2
11,2,2,2,4,2,2,2,2,2,2
12,2,2,2,3,2,2,2,2,2,2
13,2,2,2,147,2,2,2,2,2,2
14,2,2,2,4,2,2,2,2,2,2
15,2,2,3,2,2,2,2,2,2,2
16,3,3,3,2,3,3,3,3,3,3
17,3,3,3,2,3,3,3,3,3,2
18,3,4,4,149,3,390,2,149,3,149
19,3,3,3,391,3,3,3,3,2,391
20,4,4,4,3,4,4,4,3,4,4
21,3,3,4,65,6,6,4,4,4,394
22,4,4,4,395,4,4,4,4,4,4
23,4,4,4,327,4,4,4,4,4,4
24,3,3,3,837,6,6,3,3,3,5
25,5,5,5,828,5,5,5,5,5,5
26,5,5,5,611,5,5,5,5,5,5
27,5,5,5,5,5,5,5,5,5,5
28,5,5,5,6,5,5,5,5,5,5
29,5,5,5,65,5,5,5,5,5,5
30,6,6,6,913,6,6,6,6,6,6
31,6,6,6,562,6,6,6,149,6,6
32,6,6,6,5,6,6,6,6,6,6
33,6,6,6,109,6,6,6,973,6,913
34,6,6,6,639,6,6,6,6,6,6
35,8,8,7,8,7,8,8,8,8,8
36,7,7,7,90,7,90,7,7,7,7
37,7,7,7,8,7,7,7,7,7,7
38,7,7,7,8,7,7,7,7,7,7
39,7,8,7,8,7,7,7,7,7,8
40,8,8,8,7,8,8,8,8,8,8
41,7,7,7,8,960,960,8,8,7,8
42,8,8,8,7,8,8,8,8,8,8
43,85,85,8,326,60,60,8,85,8,85
44,8,8,8,7,8,8,8,8,8,8
45,9,9,9,160,9,9,9,9,9,9
46,9,9,9,138,9,9,9,9,9,9
47,9,9,9,9,9,9,9,9,9,9
48,9,9,9,138,9,9,9,9,9,9
49,9,9,9,100,9,9,9,9,9,9
50,10,10,10,21,10,10,10,10,10,10
51,10,10,10,10,10,10,10,10,10,10
52,10,10,10,19,10,10,10,10,10,10
53,10,10,10,18,10,10,10,10,10,10
54,10,94,10,13,10,10,10,13,10,94
55,11,11,11,904,11,11,11,11,11,11
56,11,11,11,11,11,11,11,11,11,11
57,11,11,11,381,18,18,11,11,11,11
58,11,11,11,16,11,11,11,11,11,11
59,11,97,11,1,11,11,11,11,11,11
60,12,12,12,11,12,12,12,12,12,12
61,12,12,12,12,12,12,12,12,12,12
62,12,12,12,12,12,12,12,12,12,12
63,12,12,12,10,12,12,12,12,12,12
64,12,12,12,318,12,12,12,12,12,12
65,13,13,13,13,13,13,13,13,13,13
66,13,13,13,10,13,13,13,13,13,13
67,13,13,13,12,16,16,13,13,13,13
68,13,13,13,12,13,13,13,13,13,13
69,13,137,13,891,13,13,13,13,13,145
70,14,14,14,307,14,14,14,14,14,14
71,14,14,14,84,14,14,14,14,14,14
72,14,14,14,17,14,14,14,14,14,14
73,14,14,14,17,14,14,14,14,14,14
74,14,14,14,591,14,14,14,14,14,707
75,15,15,15,13,15,15,15,15,15,15
76,15,15,15,20,15,15,15,15,15,15
77,15,15,15,15,15,15,15,15,15,15
78,387,387,15,380,95,380,15,91,15,387
79,15,15,15,86,15,15,15,15,15,15
80,16,16,16,96,16,16,16,16,16,16
81,16,16,16,319,16,16,16,16,16,16
82,16,94,16,904,315,40,16,94,16,85
83,16,16,16,19,16,16,16,19,19,19
84,16,16,16,21,16,16,16,19,16,16
85,17,17,17,306,17,17,17,17,17,17
86,17,17,17,17,17,17,17,17,17,17
87,17,17,17,88,17,17,17,17,17,17
88,17,17,17,84,17,17,17,17,17,17
89,17,17,17,105,17,17,17,17,17,17
90,18,18,18,17,18,18,18,18,18,18
91,18,18,18,137,18,18,18,18,18,18
92,18,18,18,815,18,18,18,18,18,18
93,18,18,18,19,18,18,18,18,18,18
94,18,18,18,138,18,18,18,18,18,18
95,19,19,19,19,19,19,19,19,19,19
96,19,19,19,19,19,19,19,19,19,19
97,19,326,19,55,19,19,19,19,19,19
98,19,19,19,17,19,19,19,19,19,19
99,19,19,19,40,19,19,19,19,19,19
100,20,20,20,13,20,20,20,20,20,20
101,20,20,20,94,316,13,20,20,13,14
102,20,20,20,17,20,20,20,20,20,20
103,20,20,20,36,20,50,20,35,20,20
104,20,20,20,84,20,20,20,20,20,20
105,21,21,21,144,21,21,21,21,21,21
106,21,18,21,19,17,17,17,17,18,18
107,22,22,21,144,22,22,21,133,22,22
108,21,21,21,23,21,21,21,21,21,21
109,21,21,21,141,21,22,21,21,21,21
110,22,22,22,22,22,22,22,22,22,22
111,677,562,815,677,562,562,795,18,815,815
112,22,22,22,128,21,21,22,22,23,22
113,22,22,22,21,22,22,22,22,22,22
114,22,22,22,93,22,22,22,22,22,22
115,23,8,23,7,23,23,23,23,23,8
116,23,23,23,390,99,390,23,23,23,390
117,23,23,23,127,129,129,23,22,127,127
118,101,101,23,490,101,101,23,23,23,48
119,23,144,23,127,127,127,23,23,23,23
120,24,24,24,370,24,24,24,24,24,24
121,24,24,24,24,24,24,24,24,24,24
122,24,24,24,47,24,24,24,24,24,24
123,24,24,24,785,24,24,24,24,24,24
124,24,24,24,43,24,24,24,24,24,24
125,25,25,25,37,25,25,25,25,119,119
126,25,25,25,28,25,25,25,25,25,25
127,25,25,25,31,25,25,25,25,25,25
128,28,25,28,25,28,28,25,25,25,25
129,25,25,25,28,25,25,25,25,25,25
130,62,62,26,67,26,62,26,26,26,394
131,26,26,25,26,54,26,26,26,26,26
132,26,26,28,26,28,26,26,26,26,26
133,26,26,26,44,26,26,26,26,26,26
134,26,26,26,71,395,26,26,26,26,26
135,27,27,27,26,27,27,27,27,27,27
136,120,125,27,113,27,27,27,27,27,76
137,27,27,27,26,27,27,27,27,27,27
138,27,27,27,46,27,27,27,27,27,27
139,27,119,27,611,27,27,27,27,27,27
140,28,28,28,28,28,28,28,28,28,28
141,28,28,28,25,28,28,28,28,28,28
142,28,28,28,26,28,28,28,28,28,28
143,28,26,28,26,26,26,26,26,26,26
144,25,25,25,25,25,25,25,25,25,25
145,26,126,29,116,26,26,26,26,29,32
146,29,29,29,1,29,29,29,29,29,29
147,29,29,29,61,29,29,29,29,29,29
148,29,29,29,29,29,29,29,29,29,29
149,29,29,29,115,29,29,29,29,29,29
150,32,32,32,30,32,30,30,30,30,30
151,30,32,30,32,30,30,30,30,30,32
152,30,30,30,32,30,30,30,32,30,32
153,30,30,30,32,30,30,30,30,30,32
154,30,30,30,307,30,30,30,30,30,30
155,31,31,31,32,31,31,31,31,31,31
156,119,119,31,116,32,390,31,31,119,112
157,31,31,31,47,31,55,31,31,31,46
158,31,30,31,30,31,31,31,31,31,31
159,31,31,31,32,31,31,31,31,31,31
160,42,42,47,39,307,307,47,39,42,39
161,30,30,30,32,30,30,30,30,30,30
162,32,32,32,31,307,307,32,32,32,31
163,5,5,26,725,52,52,32,653,41,41
164,30,45,31,850,39,39,30,997,307,997
165,34,327,34,815,65,4,34,646,34,65
166,50,84,491,62,791,791,33,792,880,880
167,33,33,33,599,33,33,33,33,33,33
168,34,34,33,34,316,50,33,34,33,69
169,34,34,33,34,33,33,33,33,33,33
170,34,34,34,33,33,33,34,33,34,33
171,33,150,33,3,150,344,2,2,33,2
172,34,34,34,34,34,34,34,34,34,34
173,34,34,34,33,34,34,34,34,34,34
174,34,34,34,118,34,61,34,34,34,34
175,36,30,35,36,82,82,35,36,35,36
176,37,37,35,37,37,37,37,37,37,37
177,35,35,35,36,35,35,35,35,35,35
178,37,37,35,37,305,305,37,37,35,37
179,35,35,35,36,35,35,35,35,35,35
180,36,36,36,35,36,36,36,36,36,35
181,33,33,33,6,33,33,33,36,33,35
182,36,36,36,30,32,32,36,36,30,30
183,34,36,36,34,36,36,36,34,34,34
184,51,48,386,48,385,51,36,36,386,48
185,35,35,37,35,35,35,37,37,37,37
186,37,37,37,36,37,37,37,37,37,37
187,37,37,37,37,37,37,37,37,37,37
188,37,37,37,35,37,37,37,37,37,37
189,37,37,37,36,37,37,37,37,37,37
190,38,38,38,47,38,126,38,38,38,38
191,42,40,38,562,273,273,38,38,38,38
192,38,38,38,126,32,32,38,126,38,71
193,38,38,38,45,45,45,38,38,38,38
194,38,38,38,71,38,38,38,38,38,38
195,39,39,39,43,39,39,39,39,39,39
196,39,39,39,679,47,39,39,39,39,39
197,39,39,39,48,39,39,39,39,39,39
198,39,39,39,40,39,39,39,26,39,39
199,39,50,39,44,61,61,39,44,39,50
200,40,40,40,46,40,40,40,40,40,40
201,40,40,40,46,40,40,40,40,40,40
202,40,40,40,46,312,312,40,40,40,40
203,46,46,46,47,47,47,40,47,46,46
204,40,40,46,40,40,40,40,40,317,317
205,41,41,41,41,41,41,41,41,41,41
206,41,41,41,44,41,41,41,41,41,41
207,41,41,41,44,44,44,41,41,41,41
208,41,41,41,38,41,41,41,41,41,41
209,41,41,41,44,41,41,41,41,41,41
210,42,42,42,26,42,42,42,42,42,42
211,42,42,42,42,42,42,42,42,42,42
212,42,42,42,39,42,42,42,42,42,42
213,42,42,42,39,42,42,42,42,42,42
214,42,42,42,48,42,42,42,42,42,42
215,43,337,43,357,43,373,43,335,43,337
216,43,61,43,61,43,43,43,43,61,61
217,43,43,43,119,32,32,43,43,43,43
218,43,43,43,43,43,43,43,43,43,43
219,39,39,39,43,43,43,43,43,39,39
220,44,44,44,44,44,44,44,44,44,44
221,44,44,44,61,44,44,44,44,44,44
222,44,44,44,60,48,298,44,44,44,44
223,44,44,44,57,44,44,44,44,44,44
224,27,27,44,116,77,77,44,44,44,60
225,45,45,45,45,45,45,45,45,45,45
226,45,45,45,44,45,45,45,45,45,45
227,45,45,45,45,45,45,45,45,45,45
228,45,45,45,48,45,45,45,45,45,45
229,45,45,45,303,45,45,45,45,45,45
230,46,46,46,31,46,46,46,30,46,46
231,46,94,46,309,308,308,46,94,46,309
232,46,46,39,46,46,46,46,46,46,46
233,46,46,46,40,46,46,46,46,46,46
234,49,49,48,39,49,49,39,39,45,45
235,40,40,47,31,40,46,47,47,47,47
236,47,47,47,46,47,47,47,47,31,31
237,47,46,47,46,47,47,47,46,46,46
238,47,47,47,40,47,47,47,47,47,47
239,47,46,47,46,46,46,47,46,47,46
240,48,6,48,839,99,144,48,36,48,615
241,48,45,48,44,48,48,48,48,48,48
242,48,48,48,39,48,48,48,48,48,48
243,48,48,48,39,48,48,48,48,48,48
244,48,48,48,288,48,48,48,49,48,48
245,65,58,49,58,138,6,34,977,977,977
246,49,49,49,50,49,49,49,49,49,50
247,49,49,49,45,49,49,49,49,49,49
248,50,50,49,50,50,50,49,49,50,50
249,49,49,39,49,86,86,50,50,363,363
250,50,50,50,49,50,50,50,50,50,50
251,50,50,50,49,50,50,50,50,50,50
252,50,49,50,49,49,49,50,50,50,35
253,50,460,50,975,49,49,50,50,50,50
254,50,50,50,0,50,50,50,394,50,50
255,51,342,51,295,51,51,51,295,51,51
256,51,51,51,594,51,51,51,51,51,51
257,51,51,51,600,51,51,51,51,51,51
258,51,51,51,126,126,126,51,51,51,77
259,51,51,51,101,51,51,51,51,51,51
260,52,52,52,58,52,52,52,52,52,52
261,53,53,52,53,52,52,52,52,53,53
262,52,52,52,58,58,58,52,52,52,52
263,52,52,52,79,52,52,52,52,52,52
264,53,150,53,344,53,53,53,53,53,53
265,53,53,53,52,53,53,53,53,53,53
266,53,57,53,57,50,50,53,57,53,57
267,53,53,53,816,53,118,53,53,53,53
268,53,57,53,52,53,53,52,52,58,58
269,53,53,53,67,53,53,53,53,53,53
270,54,54,54,67,307,307,54,54,54,54
271,54,54,54,68,54,54,54,54,54,67
272,54,54,54,67,54,54,54,54,54,54
273,45,45,54,61,310,310,54,54,54,54
274,46,46,44,61,57,57,77,77,44,27
275,55,55,55,59,55,55,55,55,55,55
276,55,55,55,59,55,55,55,55,55,55
277,55,55,55,64,55,55,55,55,55,55
278,55,55,55,64,55,55,64,64,55,55
279,64,55,64,55,64,55,64,64,64,64
280,56,56,56,65,56,56,56,56,56,56
281,56,56,56,60,56,56,56,56,56,56
282,56,56,56,60,56,56,56,56,56,56
283,56,56,56,60,56,56,56,56,56,56
284,125,125,56,109,721,721,56,56,56,56
285,57,57,57,41,57,57,57,57,57,52
286,57,57,57,68,57,57,57,57,57,57
287,57,57,57,52,57,57,57,57,57,57
288,57,57,57,54,57,57,57,57,57,57
289,57,57,57,60,57,57,57,57,56,56
290,44,39,67,43,54,54,58,44,44,44
291,58,58,58,44,26,42,58,58,58,58
292,58,58,58,320,58,58,58,65,58,58
293,58,58,58,905,58,58,58,58,905,905
294,58,58,58,53,58,58,58,58,58,58
295,55,55,59,55,46,46,59,55,59,55
296,59,55,59,55,59,55,59,55,55,55
297,59,55,59,55,59,59,59,55,55,55
298,59,489,59,45,47,61,59,60,59,42
299,59,59,59,124,373,373,59,313,313,313
300,60,60,60,67,60,60,60,60,60,60
