0,3,3,3,0.23448017292814552,0.05,0.00392156862745098
1,8,8,8,1.5254477119423946,0.05,0.00392156862745098
2,8,8,0,3.6183680221906402,0.05,0.00392156862745098
3,0,8,8,14.914512119183659,0.050003346695984476,0.002776241808443039
4,6,6,6,2.950893684378855e-05,0.05,0.00392156862745098
5,6,6,5,6.956724399121116,0.05,0.00784313725490196
6,1,1,5,3.629990018252007,0.05,0.00392156862745098
7,6,4,4,14.843592797266963,0.050003342290500456,0.0027758795346029042
8,3,3,3,0.03677928912294773,0.05,0.00392156862745098
9,1,1,9,3.6018751725741636,0.05,0.00392156862745098
10,0,0,8,3.626196312975236,0.05,0.00392156862745098
11,9,9,9,1.8470491370726307,0.05,0.00392156862745098
12,5,5,4,3.6139108012699124,0.05,0.00392156862745098
13,7,7,7,1.550490677505056,0.05,0.00392156862745098
14,9,9,9,0.6166047928325333,0.05,0.00392156862745098
15,8,8,8,3.448289265395541e-05,0.05,0.00392156862745098
16,5,5,3,6.929941329977695,0.05,0.00784313725490196
17,7,7,9,3.5503238056007755,0.05,0.00392156862745098
18,8,8,8,2.043400751867825,0.05,0.00392156862745098
19,6,6,6,1.3531039348757907,0.05,0.00392156862745098
20,7,7,7,1.5001441783218281,0.05,0.00392156862745098
21,0,2,2,14.807919901088948,0.05000334177508866,0.0027758371537296564
22,4,2,2,14.88685943982336,0.05000334342569695,0.002775972885767528
23,9,9,9,0.3567714276477861,0.05,0.00392156862745098
24,5,4,4,14.95447400737214,0.05000334259722194,0.0027759047615290603
25,2,2,3,3.57071134309019,0.05,0.00392156862745098
26,4,4,3,6.725070894330618,0.05,0.00784313725490196
27,0,0,4,3.5347084235621042,0.05,0.00392156862745098
28,9,9,9,0.8476924618873417,0.05,0.00392156862745098
29,6,6,6,2.1710560747343467e-05,0.05,0.00392156862745098
30,6,6,3,3.619165843177243,0.05,0.00392156862745098
31,5,5,5,3.184414400446546e-05,0.05,0.00392156862745098
32,4,8,8,14.996827268192447,0.0500033423801803,0.0027758869081761454
33,5,3,3,15.065373468266232,0.05000333921853334,0.0027756269193473185
